id,day,date,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti
1789,85,2020-05-19,ITA,15,Campania,40.83956555,14.25084984,330,17,347,1171,1518,-155,12,2790,399
1790,85,2020-05-19,ITA,8,Emilia-Romagna,44.49436681,11.3417208,670,99,769,4561,5330,-195,47,17987,3997
1791,85,2020-05-19,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,76,2,78,522,600,-21,5,2283,320
1792,85,2020-05-19,ITA,12,Lazio,41.89277044,12.48366722,1124,74,1198,2588,3786,-40,20,3079,640
1793,85,2020-05-19,ITA,7,Liguria,44.41149315,8.9326992,338,22,360,1904,2264,-75,66,5617,1376
1794,85,2020-05-19,ITA,3,Lombardia,45.46679409,9.190347404,4426,244,4670,22621,27291,218,462,42593,15597
1795,85,2020-05-19,ITA,11,Marche,43.61675973,13.5188753,144,17,161,1967,2128,-187,-3,3561,986
1796,85,2020-05-19,ITA,14,Molise,41.55774754,14.65916051,9,2,11,201,212,-5,0,188,22
1797,85,2020-05-19,ITA,21,P.A. Bolzano,46.49933453,11.35662422,46,6,52,256,308,1,5,1988,291
1798,85,2020-05-19,ITA,22,P.A. Trento,46.06893511,11.12123097,42,8,50,154,204,-44,7,3699,455
1799,85,2020-05-19,ITA,1,Piemonte,45.0732745,7.680687483,1579,96,1675,7960,9635,-239,108,16413,3679
1800,85,2020-05-19,ITA,16,Puglia,41.12559576,16.86736689,247,22,269,1672,1941,-54,10,1982,473
1801,85,2020-05-19,ITA,20,Sardegna,39.21531192,9.110616306,71,9,80,261,341,-39,1,887,126
1802,85,2020-05-19,ITA,19,Sicilia,38.11569725,13.3623567,125,12,137,1387,1524,-15,8,1611,268
1803,85,2020-05-19,ITA,9,Toscana,43.76923077,11.25588885,190,56,246,2077,2323,-250,7,6653,992
1804,85,2020-05-19,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,39,66,-11,3,1287,74
1805,85,2020-05-19,ITA,2,Valle d'Aosta,45.73750286,7.320149366,26,1,27,22,49,-11,1,983,143
1806,85,2020-05-19,ITA,5,Veneto,45.43490485,12.33845213,259,18,277,3477,3754,-250,47,13423,1820
1807,86,2020-05-20,ITA,13,Abruzzo,42.35122196,13.39843823,185,6,191,1126,1317,-72,8,1499,389
1808,86,2020-05-20,ITA,17,Basilicata,40.63947052,15.80514834,22,1,23,50,73,-11,0,293,27
1809,86,2020-05-20,ITA,18,Calabria,38.90597598,16.59440194,49,1,50,303,353,-29,3,707,96
1810,86,2020-05-20,ITA,15,Campania,40.83956555,14.25084984,318,12,330,1112,1442,-76,7,2871,401
1811,86,2020-05-20,ITA,8,Emilia-Romagna,44.49436681,11.3417208,626,96,722,4376,5098,-232,50,18258,4008
1812,86,2020-05-20,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,76,2,78,518,596,-4,6,2291,322
1813,86,2020-05-20,ITA,12,Lazio,41.89277044,12.48366722,1119,74,1193,2593,3786,0,28,3100,647
1814,86,2020-05-20,ITA,7,Liguria,44.41149315,8.9326992,310,22,332,1846,2178,-86,32,5725,1386
1815,86,2020-05-20,ITA,3,Lombardia,45.46679409,9.190347404,4281,231,4512,22159,26671,-620,294,43442,15662
1816,86,2020-05-20,ITA,11,Marche,43.61675973,13.5188753,125,16,141,1833,1974,-154,2,3716,987
1817,86,2020-05-20,ITA,14,Molise,41.55774754,14.65916051,7,2,9,189,198,-14,0,202,22
1818,86,2020-05-20,ITA,21,P.A. Bolzano,46.49933453,11.35662422,43,5,48,224,272,-36,0,2024,291
1819,86,2020-05-20,ITA,22,P.A. Trento,46.06893511,11.12123097,39,6,45,81,126,-78,10,3787,455
1820,86,2020-05-20,ITA,1,Piemonte,45.0732745,7.680687483,1513,96,1609,7542,9151,-484,158,17016,3718
1821,86,2020-05-20,ITA,16,Puglia,41.12559576,16.86736689,242,21,263,1639,1902,-39,11,2027,478
1822,86,2020-05-20,ITA,20,Sardegna,39.21531192,9.110616306,68,10,78,253,331,-10,1,898,126
1823,86,2020-05-20,ITA,19,Sicilia,38.11569725,13.3623567,118,11,129,1394,1523,-1,8,1620,268
1824,86,2020-05-20,ITA,9,Toscana,43.76923077,11.25588885,178,45,223,1894,2117,-206,14,6867,998
1825,86,2020-05-20,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,39,66,0,0,1287,74
1826,86,2020-05-20,ITA,2,Valle d'Aosta,45.73750286,7.320149366,25,1,26,20,46,-3,0,986,143
1827,86,2020-05-20,ITA,5,Veneto,45.43490485,12.33845213,255,16,271,3261,3532,-222,33,13666,1832
1828,87,2020-05-21,ITA,13,Abruzzo,42.35122196,13.39843823,175,5,180,1092,1272,-45,7,1549,391
1829,87,2020-05-21,ITA,17,Basilicata,40.63947052,15.80514834,15,1,16,44,60,-13,1,307,27
1830,87,2020-05-21,ITA,18,Calabria,38.90597598,16.59440194,47,1,48,278,326,-27,0,734,96
1831,87,2020-05-21,ITA,15,Campania,40.83956555,14.25084984,312,9,321,1052,1373,-69,9,2947,403
1832,87,2020-05-21,ITA,8,Emilia-Romagna,44.49436681,11.3417208,592,92,684,4242,4926,-172,53,18466,4025
1833,87,2020-05-21,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,72,2,74,504,578,-18,6,2314,323
1834,87,2020-05-21,ITA,12,Lazio,41.89277044,12.48366722,1110,68,1178,2459,3637,-149,25,3259,662
1835,87,2020-05-21,ITA,7,Liguria,44.41149315,8.9326992,283,22,305,1770,2075,-103,55,5872,1397
1836,87,2020-05-21,ITA,3,Lombardia,45.46679409,9.190347404,4119,226,4345,22370,26715,44,316,43649,15727
1837,87,2020-05-21,ITA,11,Marche,43.61675973,13.5188753,111,16,127,1705,1832,-142,12,3867,990
1838,87,2020-05-21,ITA,14,Molise,41.55774754,14.65916051,8,2,10,184,194,-4,1,207,22
1839,87,2020-05-21,ITA,21,P.A. Bolzano,46.49933453,11.35662422,50,5,55,195,250,-22,0,2046,291
1840,87,2020-05-21,ITA,22,P.A. Trento,46.06893511,11.12123097,40,6,46,20,66,-60,10,3857,455
1841,87,2020-05-21,ITA,1,Piemonte,45.0732745,7.680687483,1479,83,1562,7148,8710,-441,105,17538,3742
1842,87,2020-05-21,ITA,16,Puglia,41.12559576,16.86736689,236,20,256,1583,1839,-63,6,2096,478
1843,87,2020-05-21,ITA,20,Sardegna,39.21531192,9.110616306,64,12,76,242,318,-13,1,911,127
1844,87,2020-05-21,ITA,19,Sicilia,38.11569725,13.3623567,107,11,118,1404,1522,-1,6,1627,268
1845,87,2020-05-21,ITA,9,Toscana,43.76923077,11.25588885,169,41,210,1667,1877,-240,18,7119,1004
1846,87,2020-05-21,ITA,10,Umbria,43.10675841,12.38824698,17,2,19,42,61,-5,2,1294,74
1847,87,2020-05-21,ITA,2,Valle d'Aosta,45.73750286,7.320149366,26,1,27,16,43,-3,1,990,143
1848,87,2020-05-21,ITA,5,Veneto,45.43490485,12.33845213,237,15,252,3034,3286,-246,8,13911,1841
1849,88,2020-05-22,ITA,13,Abruzzo,42.35122196,13.39843823,157,4,161,1018,1179,-93,8,1647,394
1850,88,2020-05-22,ITA,17,Basilicata,40.63947052,15.80514834,15,1,16,33,49,-11,0,318,27
1851,88,2020-05-22,ITA,18,Calabria,38.90597598,16.59440194,47,1,48,254,302,-24,1,759,96
1852,88,2020-05-22,ITA,15,Campania,40.83956555,14.25084984,312,9,321,971,1292,-81,10,3037,404
1853,88,2020-05-22,ITA,8,Emilia-Romagna,44.49436681,11.3417208,552,89,641,4089,4730,-196,53,18703,4037
1854,88,2020-05-22,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,68,2,70,415,485,-93,12,2417,325
1855,88,2020-05-22,ITA,12,Lazio,41.89277044,12.48366722,1111,67,1178,2457,3635,-2,31,3285,669
1856,88,2020-05-22,ITA,7,Liguria,44.41149315,8.9326992,269,19,288,1620,1908,-167,45,6074,1407
1857,88,2020-05-22,ITA,3,Lombardia,45.46679409,9.190347404,4028,207,4235,21698,25933,-782,293,44667,15784
1858,88,2020-05-22,ITA,11,Marche,43.61675973,13.5188753,101,15,116,1652,1768,-64,8,3939,990
1859,88,2020-05-22,ITA,14,Molise,41.55774754,14.65916051,8,2,10,174,184,-10,3,220,22
1860,88,2020-05-22,ITA,21,P.A. Bolzano,46.49933453,11.35662422,34,5,39,185,224,-26,3,2075,291
1861,88,2020-05-22,ITA,22,P.A. Trento,46.06893511,11.12123097,32,4,36,571,607,541,10,3326,455
1862,88,2020-05-22,ITA,1,Piemonte,45.0732745,7.680687483,1414,79,1493,6959,8452,-258,87,17868,3757
1863,88,2020-05-22,ITA,16,Puglia,41.12559576,16.86736689,233,17,250,1588,1838,-1,27,2120,482
1864,88,2020-05-22,ITA,20,Sardegna,39.21531192,9.110616306,58,6,64,242,306,-12,0,922,128
1865,88,2020-05-22,ITA,19,Sicilia,38.11569725,13.3623567,103,10,113,1406,1519,-3,4,1634,268
1866,88,2020-05-22,ITA,9,Toscana,43.76923077,11.25588885,162,42,204,1582,1786,-91,35,7240,1009
1867,88,2020-05-22,ITA,10,Umbria,43.10675841,12.38824698,16,2,18,41,59,-2,0,1296,74
1868,88,2020-05-22,ITA,2,Valle d'Aosta,45.73750286,7.320149366,22,2,24,19,43,0,1,991,143
1869,88,2020-05-22,ITA,5,Veneto,45.43490485,12.33845213,215,12,227,2796,3023,-263,21,14182,1854
1870,89,2020-05-23,ITA,13,Abruzzo,42.35122196,13.39843823,156,4,160,1008,1168,-11,1,1659,394
1871,89,2020-05-23,ITA,17,Basilicata,40.63947052,15.80514834,14,1,15,26,41,-8,4,330,27
1872,89,2020-05-23,ITA,18,Calabria,38.90597598,16.59440194,43,1,44,244,288,-14,0,773,96
1873,89,2020-05-23,ITA,15,Campania,40.83956555,14.25084984,295,10,305,968,1273,-19,11,3067,404
1874,89,2020-05-23,ITA,8,Emilia-Romagna,44.49436681,11.3417208,524,84,608,3962,4570,-160,43,18896,4047
1875,89,2020-05-23,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,63,1,64,395,459,-26,6,2447,327
1876,89,2020-05-23,ITA,12,Lazio,41.89277044,12.48366722,1097,60,1157,2424,3581,-54,18,3350,676
1877,89,2020-05-23,ITA,7,Liguria,44.41149315,8.9326992,247,20,267,1467,1734,-174,38,6279,1414
1878,89,2020-05-23,ITA,3,Lombardia,45.46679409,9.190347404,4026,199,4225,21405,25630,-303,441,45355,15840
1879,89,2020-05-23,ITA,11,Marche,43.61675973,13.5188753,100,15,115,1598,1713,-55,4,3995,993
1880,89,2020-05-23,ITA,14,Molise,41.55774754,14.65916051,8,2,10,179,189,5,5,220,22
1881,89,2020-05-23,ITA,21,P.A. Bolzano,46.49933453,11.35662422,35,5,40,174,214,-10,0,2085,291
1882,89,2020-05-23,ITA,22,P.A. Trento,46.06893511,11.12123097,28,4,32,533,565,-42,7,3374,456
1883,89,2020-05-23,ITA,1,Piemonte,45.0732745,7.680687483,1291,76,1367,6658,8025,-427,60,18341,3771
1884,89,2020-05-23,ITA,16,Puglia,41.12559576,16.86736689,215,17,232,1573,1805,-33,8,2157,486
1885,89,2020-05-23,ITA,20,Sardegna,39.21531192,9.110616306,58,6,64,223,287,-19,0,940,129
1886,89,2020-05-23,ITA,19,Sicilia,38.11569725,13.3623567,95,9,104,1408,1512,-7,0,1640,269
1887,89,2020-05-23,ITA,9,Toscana,43.76923077,11.25588885,157,40,197,1569,1766,-20,12,7270,1011
1888,89,2020-05-23,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,39,56,-3,1,1300,74
1889,89,2020-05-23,ITA,2,Valle d'Aosta,45.73750286,7.320149366,23,2,25,10,35,-8,0,999,143
1890,89,2020-05-23,ITA,5,Veneto,45.43490485,12.33845213,205,14,219,2622,2841,-182,10,14363,1865
1891,90,2020-05-24,ITA,13,Abruzzo,42.35122196,13.39843823,149,3,152,940,1092,-76,5,1736,398
1892,90,2020-05-24,ITA,17,Basilicata,40.63947052,15.80514834,13,1,14,25,39,-2,1,333,27
1893,90,2020-05-24,ITA,18,Calabria,38.90597598,16.59440194,43,1,44,231,275,-13,0,786,96
1894,90,2020-05-24,ITA,15,Campania,40.83956555,14.25084984,311,8,319,949,1268,-5,5,3076,405
1895,90,2020-05-24,ITA,8,Emilia-Romagna,44.49436681,11.3417208,519,83,602,3855,4457,-113,45,19046,4055
1896,90,2020-05-24,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,62,1,63,349,412,-47,3,2495,329
1897,90,2020-05-24,ITA,12,Lazio,41.89277044,12.48366722,1088,61,1149,2420,3569,-12,20,3374,684
1898,90,2020-05-24,ITA,7,Liguria,44.41149315,8.9326992,247,18,265,1359,1624,-110,53,6437,1419
1899,90,2020-05-24,ITA,3,Lombardia,45.46679409,9.190347404,4017,197,4214,21400,25614,-16,285,45656,15840
1900,90,2020-05-24,ITA,11,Marche,43.61675973,13.5188753,101,13,114,1578,1692,-21,13,4028,994
1901,90,2020-05-24,ITA,14,Molise,41.55774754,14.65916051,6,2,8,175,183,-6,1,227,22
1902,90,2020-05-24,ITA,21,P.A. Bolzano,46.49933453,11.35662422,30,5,35,160,195,-19,3,2107,291
1903,90,2020-05-24,ITA,22,P.A. Trento,46.06893511,11.12123097,27,4,31,504,535,-30,9,3412,457
1904,90,2020-05-24,ITA,1,Piemonte,45.0732745,7.680687483,1283,75,1358,6345,7703,-322,43,18694,3783
1905,90,2020-05-24,ITA,16,Puglia,41.12559576,16.86736689,204,17,221,1572,1793,-12,10,2178,487
1906,90,2020-05-24,ITA,20,Sardegna,39.21531192,9.110616306,51,3,54,191,245,-42,0,982,129
1907,90,2020-05-24,ITA,19,Sicilia,38.11569725,13.3623567,91,9,100,1353,1453,-59,2,1701,269
1908,90,2020-05-24,ITA,9,Toscana,43.76923077,11.25588885,148,38,186,1514,1700,-66,15,7349,1013
1909,90,2020-05-24,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,36,53,-3,0,1302,75
1910,90,2020-05-24,ITA,2,Valle d'Aosta,45.73750286,7.320149366,23,1,24,8,32,-3,1,1003,143
1911,90,2020-05-24,ITA,5,Veneto,45.43490485,12.33845213,185,11,196,2464,2660,-181,17,14557,1869
1912,91,2020-05-25,ITA,13,Abruzzo,42.35122196,13.39843823,149,3,152,894,1046,-46,1,1781,400
1913,91,2020-05-25,ITA,17,Basilicata,40.63947052,15.80514834,13,0,13,23,36,-3,0,336,27
1914,91,2020-05-25,ITA,18,Calabria,38.90597598,16.59440194,42,1,43,221,264,-11,0,797,96
1915,91,2020-05-25,ITA,15,Campania,40.83956555,14.25084984,287,7,294,919,1213,-55,6,3137,405
1916,91,2020-05-25,ITA,8,Emilia-Romagna,44.49436681,11.3417208,514,82,596,3763,4359,-98,29,19160,4068
1917,91,2020-05-25,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,62,1,63,323,386,-26,4,2525,329
1918,91,2020-05-25,ITA,12,Lazio,41.89277044,12.48366722,1085,60,1145,2409,3554,-15,16,3401,688
1919,91,2020-05-25,ITA,7,Liguria,44.41149315,8.9326992,236,18,254,1302,1556,-68,17,6516,1425
1920,91,2020-05-25,ITA,3,Lombardia,45.46679409,9.190347404,3721,196,3917,21298,25215,-399,148,46169,15874
1921,91,2020-05-25,ITA,11,Marche,43.61675973,13.5188753,95,13,108,1554,1662,-30,2,4059,995
1922,91,2020-05-25,ITA,14,Molise,41.55774754,14.65916051,5,2,7,170,177,-6,0,233,22
1923,91,2020-05-25,ITA,21,P.A. Bolzano,46.49933453,11.35662422,29,5,34,150,184,-11,0,2118,291
1924,91,2020-05-25,ITA,22,P.A. Trento,46.06893511,11.12123097,27,4,31,486,517,-18,1,3430,458
1925,91,2020-05-25,ITA,1,Piemonte,45.0732745,7.680687483,1227,72,1299,6197,7496,-207,48,18934,3798
1926,91,2020-05-25,ITA,16,Puglia,41.12559576,16.86736689,190,15,205,1473,1678,-115,9,2298,491
1927,91,2020-05-25,ITA,20,Sardegna,39.21531192,9.110616306,49,3,52,179,231,-14,-2,994,129
1928,91,2020-05-25,ITA,19,Sicilia,38.11569725,13.3623567,89,9,98,1335,1433,-20,4,1724,270
1929,91,2020-05-25,ITA,9,Toscana,43.76923077,11.25588885,152,37,189,1447,1636,-64,5,7416,1015
1930,91,2020-05-25,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,29,46,-7,0,1309,75
1931,91,2020-05-25,ITA,2,Valle d'Aosta,45.73750286,7.320149366,19,1,20,13,33,1,1,1003,143
1932,91,2020-05-25,ITA,5,Veneto,45.43490485,12.33845213,179,10,189,2389,2578,-82,11,14641,1878
1933,92,2020-05-26,ITA,13,Abruzzo,42.35122196,13.39843823,142,3,145,764,909,-137,3,1921,400
1934,92,2020-05-26,ITA,17,Basilicata,40.63947052,15.80514834,8,0,8,28,36,0,0,336,27
1935,92,2020-05-26,ITA,18,Calabria,38.90597598,16.59440194,41,1,42,196,238,-26,0,823,96
1936,92,2020-05-26,ITA,15,Campania,40.83956555,14.25084984,286,5,291,893,1184,-29,12,3178,405
1937,92,2020-05-26,ITA,8,Emilia-Romagna,44.49436681,11.3417208,493,80,573,3573,4146,-213,24,19389,4076
1938,92,2020-05-26,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,59,1,60,315,375,-11,11,2547,329
1939,92,2020-05-26,ITA,12,Lazio,41.89277044,12.48366722,1083,59,1142,2396,3538,-16,18,3430,693
1940,92,2020-05-26,ITA,7,Liguria,44.41149315,8.9326992,223,19,242,1196,1438,-118,53,6681,1431
1941,92,2020-05-26,ITA,3,Lombardia,45.46679409,9.190347404,3622,183,3805,20672,24477,-738,159,47044,15896
1942,92,2020-05-26,ITA,11,Marche,43.61675973,13.5188753,94,13,107,1468,1575,-87,2,4147,996
1943,92,2020-05-26,ITA,14,Molise,41.55774754,14.65916051,5,2,7,167,174,-3,0,236,22
1944,92,2020-05-26,ITA,21,P.A. Bolzano,46.49933453,11.35662422,28,5,33,146,179,-5,0,2123,291
1945,92,2020-05-26,ITA,22,P.A. Trento,46.06893511,11.12123097,24,3,27,486,513,-4,10,3441,461
1946,92,2020-05-26,ITA,1,Piemonte,45.0732745,7.680687483,1162,70,1232,5709,6941,-555,86,19561,3812
1947,92,2020-05-26,ITA,16,Puglia,41.12559576,16.86736689,172,17,189,1350,1539,-139,2,2436,494
1948,92,2020-05-26,ITA,20,Sardegna,39.21531192,9.110616306,41,2,43,181,224,-7,0,1000,130
1949,92,2020-05-26,ITA,19,Sicilia,38.11569725,13.3623567,83,10,93,1337,1430,-3,3,1729,271
1950,92,2020-05-26,ITA,9,Toscana,43.76923077,11.25588885,145,34,179,1343,1522,-114,3,7527,1021
1951,92,2020-05-26,ITA,10,Umbria,43.10675841,12.38824698,12,2,14,28,42,-4,1,1314,75
1952,92,2020-05-26,ITA,2,Valle d'Aosta,45.73750286,7.320149366,17,1,18,13,31,-2,2,1007,143
1953,92,2020-05-26,ITA,5,Veneto,45.43490485,12.33845213,177,11,188,2243,2431,-147,8,14788,1886
1954,93,2020-05-27,ITA,13,Abruzzo,42.35122196,13.39843823,138,3,141,725,866,-43,5,1969,400
1955,93,2020-05-27,ITA,17,Basilicata,40.63947052,15.80514834,7,0,7,29,36,0,0,336,27
1956,93,2020-05-27,ITA,18,Calabria,38.90597598,16.59440194,35,1,36,154,190,-48,1,872,96
1957,93,2020-05-27,ITA,15,Campania,40.83956555,14.25084984,275,6,281,865,1146,-38,6,3221,406
1958,93,2020-05-27,ITA,8,Emilia-Romagna,44.49436681,11.3417208,459,78,537,3461,3998,-148,16,19546,4083
1959,93,2020-05-27,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,51,1,52,304,356,-19,4,2568,331
1960,93,2020-05-27,ITA,12,Lazio,41.89277044,12.48366722,1062,65,1127,2361,3488,-50,11,3483,701
1961,93,2020-05-27,ITA,7,Liguria,44.41149315,8.9326992,205,14,219,1050,1269,-169,39,6882,1438
1962,93,2020-05-27,ITA,3,Lombardia,45.46679409,9.190347404,3626,175,3801,20236,24037,-440,384,47810,15954
1963,93,2020-05-27,ITA,11,Marche,43.61675973,13.5188753,90,13,103,1347,1450,-125,0,4272,996
1964,93,2020-05-27,ITA,14,Molise,41.55774754,14.65916051,3,2,5,161,166,-8,2,246,22
1965,93,2020-05-27,ITA,21,P.A. Bolzano,46.49933453,11.35662422,27,5,32,139,171,-8,0,2131,291
1966,93,2020-05-27,ITA,22,P.A. Trento,46.06893511,11.12123097,19,2,21,456,477,-36,7,3483,462
1967,93,2020-05-27,ITA,1,Piemonte,45.0732745,7.680687483,1118,68,1186,5278,6464,-477,73,20095,3828
1968,93,2020-05-27,ITA,16,Puglia,41.12559576,16.86736689,170,17,187,1326,1513,-26,10,2471,495
1969,93,2020-05-27,ITA,20,Sardegna,39.21531192,9.110616306,41,2,43,172,215,-9,1,1010,130
1970,93,2020-05-27,ITA,19,Sicilia,38.11569725,13.3623567,73,10,83,1235,1318,-112,5,1845,272
1971,93,2020-05-27,ITA,9,Toscana,43.76923077,11.25588885,132,31,163,1297,1460,-62,12,7595,1027
1972,93,2020-05-27,ITA,10,Umbria,43.10675841,12.38824698,13,2,15,17,32,-10,0,1324,75
1973,93,2020-05-27,ITA,2,Valle d'Aosta,45.73750286,7.320149366,17,1,18,9,27,-4,0,1011,143
1974,93,2020-05-27,ITA,5,Veneto,45.43490485,12.33845213,168,9,177,2110,2287,-144,8,14931,1895
1975,94,2020-05-28,ITA,13,Abruzzo,42.35122196,13.39843823,128,3,131,693,824,-42,2,2011,402
1976,94,2020-05-28,ITA,17,Basilicata,40.63947052,15.80514834,6,0,6,28,34,-2,0,338,27
1977,94,2020-05-28,ITA,18,Calabria,38.90597598,16.59440194,31,1,32,138,170,-20,0,892,96
1978,94,2020-05-28,ITA,15,Campania,40.83956555,14.25084984,260,6,266,746,1012,-134,4,3355,410
1979,94,2020-05-28,ITA,8,Emilia-Romagna,44.49436681,11.3417208,449,77,526,3224,3750,-248,74,19857,4094
1980,94,2020-05-28,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,51,1,52,284,336,-20,7,2593,333
1981,94,2020-05-28,ITA,12,Lazio,41.89277044,12.48366722,1035,64,1099,2306,3405,-83,21,3580,708
1982,94,2020-05-28,ITA,7,Liguria,44.41149315,8.9326992,198,13,211,934,1145,-124,16,7015,1445
1983,94,2020-05-28,ITA,3,Lombardia,45.46679409,9.190347404,3470,173,3643,19270,22913,-1124,382,49296,15974
1984,94,2020-05-28,ITA,11,Marche,43.61675973,13.5188753,79,13,92,1254,1346,-104,1,4376,997
1985,94,2020-05-28,ITA,14,Molise,41.55774754,14.65916051,3,2,5,158,163,-3,1,250,22
1986,94,2020-05-28,ITA,21,P.A. Bolzano,46.49933453,11.35662422,16,5,21,136,157,-14,2,2147,291
1987,94,2020-05-28,ITA,22,P.A. Trento,46.06893511,11.12123097,17,3,20,438,458,-19,3,3505,462
1988,94,2020-05-28,ITA,1,Piemonte,45.0732745,7.680687483,1058,64,1122,4950,6072,-392,58,20535,3838
1989,94,2020-05-28,ITA,16,Puglia,41.12559576,16.86736689,164,16,180,1215,1395,-118,2,2590,496
1990,94,2020-05-28,ITA,20,Sardegna,39.21531192,9.110616306,38,2,40,160,200,-15,0,1025,130
1991,94,2020-05-28,ITA,19,Sicilia,38.11569725,13.3623567,72,8,80,1065,1145,-173,3,2021,272
1992,94,2020-05-28,ITA,9,Toscana,43.76923077,11.25588885,126,27,153,1227,1380,-80,4,7677,1029
1993,94,2020-05-28,ITA,10,Umbria,43.10675841,12.38824698,14,2,16,17,33,1,0,1323,75
1994,94,2020-05-28,ITA,2,Valle d'Aosta,45.73750286,7.320149366,16,0,16,7,23,-4,1,1016,143
1995,94,2020-05-28,ITA,5,Veneto,45.43490485,12.33845213,148,9,157,1868,2025,-262,12,15202,1898
1996,95,2020-05-29,ITA,13,Abruzzo,42.35122196,13.39843823,122,3,125,645,770,-54,0,2063,404
1997,95,2020-05-29,ITA,17,Basilicata,40.63947052,15.80514834,5,0,5,28,33,-1,0,339,27
1998,95,2020-05-29,ITA,18,Calabria,38.90597598,16.59440194,25,1,26,133,159,-11,0,902,97
1999,95,2020-05-29,ITA,15,Campania,40.83956555,14.25084984,236,7,243,743,986,-26,10,3390,411
2000,95,2020-05-29,ITA,8,Emilia-Romagna,44.49436681,11.3417208,429,76,505,3059,3564,-186,38,20073,4102
2001,95,2020-05-29,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,45,2,47,276,323,-13,5,2611,333
2002,95,2020-05-29,ITA,12,Lazio,41.89277044,12.48366722,817,59,876,2287,3163,-242,16,3825,721
2003,95,2020-05-29,ITA,7,Liguria,44.41149315,8.9326992,192,13,205,789,994,-151,14,7173,1452
2004,95,2020-05-29,ITA,3,Lombardia,45.46679409,9.190347404,3552,173,3725,18958,22683,-230,354,49842,16012
2005,95,2020-05-29,ITA,11,Marche,43.61675973,13.5188753,69,9,78,1274,1352,6,4,4385,986
2006,95,2020-05-29,ITA,14,Molise,41.55774754,14.65916051,3,2,5,157,162,-1,1,252,22
2007,95,2020-05-29,ITA,21,P.A. Bolzano,46.49933453,11.35662422,17,5,22,132,154,-3,0,2150,291
2008,95,2020-05-29,ITA,22,P.A. Trento,46.06893511,11.12123097,16,3,19,391,410,-48,3,3556,462
2009,95,2020-05-29,ITA,1,Piemonte,45.0732745,7.680687483,1029,61,1090,4568,5658,-414,56,20992,3851
2010,95,2020-05-29,ITA,16,Puglia,41.12559576,16.86736689,158,12,170,1113,1283,-112,1,2699,500
2011,95,2020-05-29,ITA,20,Sardegna,39.21531192,9.110616306,37,2,39,151,190,-10,1,1036,130
2012,95,2020-05-29,ITA,19,Sicilia,38.11569725,13.3623567,67,7,74,1063,1137,-8,2,2031,272
2013,95,2020-05-29,ITA,9,Toscana,43.76923077,11.25588885,111,31,142,1113,1255,-125,2,7802,1031
2014,95,2020-05-29,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,14,31,-2,0,1324,76
2015,95,2020-05-29,ITA,2,Valle d'Aosta,45.73750286,7.320149366,12,0,12,7,19,-4,0,1020,143
2016,95,2020-05-29,ITA,5,Veneto,45.43490485,12.33845213,137,7,144,1705,1849,-176,9,15379,1906
2017,96,2020-05-30,ITA,13,Abruzzo,42.35122196,13.39843823,122,3,125,645,770,0,0,2063,404
2018,96,2020-05-30,ITA,17,Basilicata,40.63947052,15.80514834,5,0,5,26,31,-2,0,341,27
2019,96,2020-05-30,ITA,18,Calabria,38.90597598,16.59440194,23,1,24,127,151,-8,0,910,97
2020,96,2020-05-30,ITA,15,Campania,40.83956555,14.25084984,236,7,243,738,981,-5,10,3405,411
2021,96,2020-05-30,ITA,8,Emilia-Romagna,44.49436681,11.3417208,398,65,463,2816,3279,-285,20,20373,4107
2022,96,2020-05-30,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,45,1,46,259,305,-18,4,2633,333
2023,96,2020-05-30,ITA,12,Lazio,41.89277044,12.48366722,769,58,827,2228,3055,-108,6,3932,728
2024,96,2020-05-30,ITA,7,Liguria,44.41149315,8.9326992,186,9,195,586,781,-213,32,7411,1459
2025,96,2020-05-30,ITA,3,Lombardia,45.46679409,9.190347404,3307,172,3479,18330,21809,-874,221,50870,16079
2026,96,2020-05-30,ITA,11,Marche,43.61675973,13.5188753,66,9,75,1272,1347,-5,4,4393,987
2027,96,2020-05-30,ITA,14,Molise,41.55774754,14.65916051,3,2,5,151,156,-6,0,258,22
2028,96,2020-05-30,ITA,21,P.A. Bolzano,46.49933453,11.35662422,13,4,17,120,137,-17,1,2168,291
